candidate,family,rows,weight_sum,numerator,denominator,mean_fold_r2,min_fold_r2,std_fold_r2,global_r2
fixed_blend_5_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171001.66717175,16427583.5,0.015386503334356849,0.012831522318604183,0.0034941620396456,0.015618963849932666
fixed_blend_5_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16171588.053264415,16427583.5,0.015357464798817522,0.012890489078113632,0.0034447628397482333,0.01558326863689874
fixed_blend_6_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171618.552284658,16427583.5,0.015354266937794448,0.012866406686840803,0.0034539791481991767,0.015581412063152333
wf_blend_5_wf_blend,walk_forward_blend,11151360,21105826.5,16171967.752073199,16427583.5,0.015322705320195218,0.012853941585522999,0.003509997063835555,0.015560155145569743
fixed_blend_4_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16172200.343075924,16427583.5,0.015313223427915945,0.012842639136674938,0.003496270911993781,0.015545996580938137
fixed_blend_4_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16172222.209381884,16427583.5,0.015318671942720897,0.012864168574360124,0.003448992271719673,0.015544665508357647
fixed_blend_6_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16172237.239077225,16427583.5,0.015324409427427077,0.01289986001264487,0.003402804226927791,0.015543750602319273
wf_blend_6_wf_blend,walk_forward_blend,11151360,21105826.5,16172536.630676685,16427583.5,0.015295963173829863,0.012856519464695682,0.003451082506604004,0.015525525669878082
fixed_blend_6_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16172621.341761708,16427583.5,0.015300247831478365,0.012778980286868968,0.0034177929697874806,0.015520369032870351
fixed_blend_5_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16172718.243861416,16427583.5,0.01529779090699408,0.01270243998575249,0.0034103371691469996,0.015514470289472837
conservative_rls_prediction,strong_base,11151360,21105826.5,16173046.732642433,16427583.5,0.01527277523577395,0.012539418389423851,0.003480166461548955,0.015494474117728085
wf_blend_4_wf_blend,walk_forward_blend,11151360,21105826.5,16173127.909465224,16427583.5,0.01526472977453779,0.012813417168163421,0.0034153244947789734,0.015489532622663393
gateway_risk_aggressive_rls_abs_pred_s100_prediction,strong_base,11151360,21105826.5,16173380.312123924,16427583.5,0.015260896443156934,0.012811187877500463,0.0033925700911902044,0.015474168058623783
fixed_blend_2_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16173720.683131434,16427583.5,0.01522684382329098,0.012608705571287793,0.0034729988072235304,0.01545344857742259
fixed_blend_3_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16174012.102217047,16427583.5,0.015219292927603777,0.0127945244516664,0.003394072936363426,0.015435708957617145
fixed_blend_2_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16174019.002379052,16427583.5,0.015222440494197098,0.012723109806171307,0.003376439410427163,0.015435288922497237
fixed_blend_4_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16174411.803221531,16427583.5,0.015194329755961222,0.012722575692089233,0.003405790961594824,0.01541137786811242
fixed_blend_3_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16174457.570827946,16427583.5,0.015187134771958388,0.012455170155020734,0.003448311428874069,0.01540859184627208
gateway_risk_aggressive_rls_abs_pred_s25_prediction,strong_base,11151360,21105826.5,16174477.402139407,16427583.5,0.015210675300376142,0.012787234531308589,0.0032679488198132677,0.01540738465037128
wf_blend_0_wf_blend,walk_forward_blend,11151360,21105826.5,16174879.479378153,16427583.5,0.015183633184786705,0.01268975609616374,0.003282822438349825,0.015382908911821813
fixed_blend_1_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16174977.553143082,16427583.5,0.015148280581484009,0.012303953662833766,0.0035000682341177485,0.015376938845382715
aggressive_rls_prediction,strong_base,11151360,21105826.5,16175163.673196714,16427583.5,0.015178827910532511,0.012778704131981011,0.0032073749797732675,0.015365609117329093
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_abs_base_q0p99_residual_tail,residual_tail,11151360,21105826.5,16175245.607508374,16427583.5,0.015162352108478805,0.012637580812729254,0.003293160480308774,0.015360621511473438
