candidate,family,rows,weight_sum,numerator,denominator,mean_fold_r2,min_fold_r2,std_fold_r2,global_r2,report,category,category_rank
wf_blend_3_wf_blend,walk_forward_blend,11151360,21105826.5,16171371.519114843,16427583.5,0.015376318250225474,0.0129209808831946,0.0033250168317088906,0.015596449769082477,strong_oof_hist_max1398_gateway_tail_wf_blend_v1,historical,11
fixed_blend_1_w0p25_fixed_blend,fixed_blend,11151360,21105826.5,16171410.44773914,16427583.5,0.015384134675021888,0.01291372400740054,0.00328447976019515,0.015594080058144888,strong_oof_hist_max1398_gateway_tail_fixed_blend_v1,historical,12
fixed_blend_3_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171446.521510517,16427583.5,0.015376340088124251,0.0129209808831946,0.003298928523970031,0.015591884131313849,strong_oof_hist_max1398_gateway_tail_fixed_blend_v1,historical,13
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171462.175831802,16427583.5,0.015372058306413106,0.012912331898926044,0.0033267504437360573,0.015590931202279279,strong_oof_hist_max1398_gateway_tail_wf_blend_v1,historical,14
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171462.175831802,16427583.5,0.015372058306413106,0.012912331898926044,0.0033267504437360573,0.015590931202279279,strong_oof_hist_max1398_gateway_residual_tail_modes_v1,historical,15
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_and_abs_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171462.175831802,16427583.5,0.015372058306413106,0.012912331898926044,0.0033267504437360573,0.015590931202279279,strong_oof_hist_max1398_gateway_tail_fixed_blend_v1,historical,16
fixed_blend_5_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171506.793889744,16427583.5,0.015356613701345357,0.012878134391069551,0.0034977300795913545,0.015588215157162688,strong_oof_hist_max1398_gateway_signed_square_v1,historical,17
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171514.60180716,16427583.5,0.015384002334118806,0.012885880499485247,0.0033037757549266643,0.015587739864042716,strong_oof_hist_max1398_gateway_residual_tail_v1,historical,18
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_q0p99_residual_tail,residual_tail,11151360,21105826.5,16171514.60180716,16427583.5,0.015384002334118806,0.012885880499485247,0.0033037757549266643,0.015587739864042716,strong_oof_hist_max1398_gateway_residual_tail_modes_v1,historical,19
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_q0p9_residual_tail,residual_tail,11151360,21105826.5,16171533.822031,16427583.5,0.015391809914110577,0.012886133605360506,0.003243472877891385,0.015586569867016564,strong_oof_hist_max1398_gateway_residual_tail_v1,historical,20
gateway_risk_conservative_rls_abs_pred_s100_prediction_residual_weight_q0p9_residual_tail,residual_tail,11151360,21105826.5,16171533.822031,16427583.5,0.015391809914110577,0.012886133605360506,0.003243472877891385,0.015586569867016564,strong_oof_hist_max1398_gateway_residual_tail_modes_v1,historical,21
fixed_blend_5_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16171588.053264415,16427583.5,0.015357464798817522,0.012890489078113632,0.0034447628397482333,0.01558326863689874,strong_oof_hist_max1398_gateway_signed_square_cube_pair_v1,historical,22
fixed_blend_6_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171618.552284658,16427583.5,0.015354266937794448,0.012866406686840803,0.0034539791481991767,0.015581412063152333,strong_oof_hist_max1398_gateway_signed_square_cube_pair_v1,historical,23
wf_blend_1_wf_blend,walk_forward_blend,11151360,21105826.5,16171824.237299716,16427583.5,0.01535535358096951,0.012879340264281058,0.0033601280337913503,0.015568891352783831,strong_oof_hist_max1398_gateway_tail_wf_blend_v1,historical,24
fixed_blend_3_w0p75_fixed_blend,fixed_blend,11151360,21105826.5,16171873.65081358,16427583.5,0.015350022113595107,0.012924740384014588,0.0032992384029665073,0.015565883392796076,strong_oof_hist_max1398_gateway_tail_fixed_blend_v1,historical,25
gateway_risk_aggressive_rls_abs_pred_s100_prediction_residual_weight_q0p95_residual_tail,residual_tail,11151360,21105826.5,16171907.277463643,16427583.5,0.015363009058586518,0.012818106202427626,0.003340297725120117,0.015563836430133371,strong_oof_hist_max1398_gateway_residual_tail_v1,historical,26
fixed_blend_5_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16171962.780919183,16427583.5,0.015324791811818117,0.012837924566598935,0.0035330901537164168,0.015560457755750656,strong_oof_hist_max1398_gateway_signed_square_cube_v1,historical,27
wf_blend_5_wf_blend,walk_forward_blend,11151360,21105826.5,16171967.752073199,16427583.5,0.015322705320195218,0.012853941585522999,0.003509997063835555,0.015560155145569743,strong_oof_hist_max1398_gateway_signed_square_cube_pair_v1,historical,28
fixed_blend_5_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16172015.08761258,16427583.5,0.015358205529529757,0.01291109543371216,0.003187241263946569,0.015557273678591832,strong_oof_hist_max1398_gateway_tail_fixed_blend_v1,historical,29
fixed_blend_4_w0p5_fixed_blend,fixed_blend,11151360,21105826.5,16172200.343075924,16427583.5,0.015313223427915945,0.012842639136674938,0.003496270911993781,0.015545996580938137,strong_oof_hist_max1398_gateway_signed_square_cube_pair_v1,historical,30
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17144705.516854238,17394888.5,0.014068520212086887,0.008044916993183326,0.007759499483292523,0.014382557447595201,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3,1
strong_oof_ridge_stack,strong_stack,11028424,28034941.5,17145659.25828477,17394888.5,0.014034833081183095,0.008119859961017717,0.007726172707402422,0.014327728614945134,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3,2
conservative_rls_prediction,strong_base,11028424,28034941.5,17147131.086170893,17394888.5,0.01389266231634445,0.007660837138614318,0.00788247636312602,0.014243115949211571,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3,3
gateway_risk_conservative_rls_abs_pred_s25_prediction,strong_base,11028424,28034941.5,17148072.32360834,17394888.5,0.013837571944313565,0.007641500937766055,0.007853459487111742,0.014189005948020972,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3,4
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148187.325778313,17394888.5,0.013849586040193883,0.0077634663745760335,0.007815730117012224,0.014182394685754218,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,5
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148187.325778313,17394888.5,0.013849586040193883,0.0077634663745760335,0.007815730117012224,0.014182394685754218,strong_oof_subset_s23aux8_s17_gateway_nonlinear_stage3_narrow_control_v1,stage3,6
fixed_blend_1_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148187.325778313,17394888.5,0.013849586040193883,0.0077634663745760335,0.007815730117012224,0.014182394685754218,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,7
fixed_blend_3_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148190.08233595,17394888.5,0.013847043591757369,0.007771594063721077,0.007808196629429397,0.014182236216348953,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,8
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148197.19748199,17394888.5,0.013849452082935332,0.007703196355255626,0.007854586124051497,0.014181827179749362,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,9
fixed_blend_1_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148209.731500953,17394888.5,0.013850463647573719,0.007756035917383164,0.007747823506674148,0.014181106622157769,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,10
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148221.721586052,17394888.5,0.013849369617530827,0.007693095363025315,0.007808324868163219,0.014180417334319073,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,11
fixed_blend_3_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148237.30866094,17394888.5,0.013846573619834013,0.007765291669377006,0.0077390547903426156,0.01417952126218347,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,12
ctx_blend_0_weight_tb100_min20000_p1000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148287.589629397,17394888.391910754,0.013843371745766908,0.007776857195299303,0.007779520548047903,0.014176624576449415,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,13
fixed_blend_2_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148290.60180206,17394888.5,0.013843899936696723,0.007764285187379483,0.007805358512104307,0.014176457537968257,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,14
ctx_blend_0_weight_abs_diff_tb100_min20000_p1000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148293.596615143,17394888.391910754,0.013842908891816741,0.007774913861761212,0.007779952312121946,0.014176279245935675,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,15
fixed_blend_2_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17148311.73048013,17394888.5,0.013844797922559637,0.007756703435360279,0.00773718642582715,0.014175242889304496,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,16
ctx_blend_0_weight_tb100_min20000_p10000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148396.86305505,17394888.391910754,0.013836172496225796,0.00776042588117698,0.007789153239696999,0.014170342649069911,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,17
ctx_blend_0_weight_abs_diff_tb100_min20000_p10000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148399.383503437,17394888.391910754,0.013835977961980439,0.007759587930850187,0.007789335374839441,0.014170197753148206,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,18
wf_blend_0_wf_blend,walk_forward_blend,11028424,28034941.5,17148406.09995188,17394888.5,0.01382416367104784,0.007564080245943572,0.00786881302990997,0.014169817762736514,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,19
wf_blend_0_wf_blend,walk_forward_blend,11028424,28034941.5,17148439.666109066,17394888.5,0.013822167275383147,0.007585855215761272,0.007876831113896358,0.014167888106378701,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,20
wf_blend_1_wf_blend,walk_forward_blend,11028424,28034941.5,17148448.03266982,17394888.5,0.013832633109209014,0.007721297925753934,0.007748170692707355,0.01416740712825959,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,21
ctx_blend_0_abs_diff_tb100_min20000_p1000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148499.86447914,17394888.391910754,0.013829976210160267,0.007750743761355872,0.007794470846926087,0.014164421287473972,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,22
ctx_blend_0_abs_diff_tb100_min20000_p10000_contextual_blend,contextual_blend,11028424,28034941.224243164,17148501.68629718,17394888.391910754,0.013829833015069104,0.007750017521363617,0.0077946090051434795,0.014164316554520329,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,23
wf_blend_1_wf_blend,walk_forward_blend,11028424,28034941.5,17148502.779460426,17394888.5,0.0138298290965996,0.007750432213765479,0.007794574665164948,0.014164259836421111,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,24
wf_blend_0_wf_blend,walk_forward_blend,11028424,28034941.5,17148502.779460426,17394888.5,0.0138298290965996,0.007750432213765479,0.007794574665164948,0.014164259836421111,strong_oof_contextual_blend_stage3_stream_narrow_v1,stage3,25
fixed_blend_0_w0p5_fixed_blend,fixed_blend,11028424,28034941.5,17148542.805234622,17394888.5,0.013809697006358234,0.0074866637682659,0.00788526942267505,0.014161958828616705,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,26
wf_blend_3_wf_blend,walk_forward_blend,11028424,28034941.5,17148547.90389067,17394888.5,0.01382420311793453,0.007725582432120182,0.007747210221658109,0.014161665716301175,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,27
wf_blend_3_wf_blend,walk_forward_blend,11028424,28034941.5,17148568.532788716,17394888.5,0.013823534858665786,0.007750918670017648,0.007796131083953551,0.014160479799067649,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,28
wf_blend_2_wf_blend,walk_forward_blend,11028424,28034941.5,17148576.604889646,17394888.5,0.013826462875369839,0.007730278538772728,0.007728651170241656,0.01416001574889969,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_stage3_v1,stage3,29
fixed_blend_0_w0p5_fixed_blend,fixed_blend,11028424,28034941.5,17148599.32774603,17394888.5,0.013805305158896285,0.007496321360520586,0.007902665327330784,0.014158709453870322,strong_oof_subset_s23aux8_s17_gateway_signed_square_cube_pair_stage3_v1,stage3,30
