candidate,family,rows,weight_sum,numerator,denominator,mean_fold_r2,min_fold_r2,std_fold_r2,global_r2,report,category
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17143967.779511306,17394888.5,0.01410653808362745,0.008046148603436998,0.007692740628564409,0.014424968604351385,strong_oof_subset_s23aux8_s17_gateway_batch_mean_std_stage3_narrow_v1,stage3
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17144705.516854238,17394888.5,0.014068520212086887,0.008044916993183326,0.007759499483292523,0.014382557447595201,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3
fixed_blend_0_w0p75_fixed_blend,fixed_blend,11028424,28034941.5,17144712.923948456,17394888.5,0.014067439320478204,0.00804861524388667,0.0077557306552682,0.014382131627434402,strong_oof_subset_s23aux8_s17_gateway_batch_demean_zscore_stage3_narrow_v1,stage3
strong_oof_ridge_stack,strong_stack,11028424,28034941.5,17144819.99727252,17394888.5,0.014079205599275602,0.0081249472471836,0.0076723191722194205,0.014375976179869077,strong_oof_subset_s23aux8_s17_gateway_batch_mean_std_stage3_narrow_v1,stage3
strong_oof_ridge_stack,strong_stack,11028424,28034941.5,17145659.25828477,17394888.5,0.014034833081183095,0.008119859961017717,0.007726172707402422,0.014327728614945134,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3
strong_oof_ridge_stack,strong_stack,11028424,28034941.5,17145687.96003277,17394888.5,0.014032484239925447,0.008124533062638939,0.00771915060357728,0.01432607860448376,strong_oof_subset_s23aux8_s17_gateway_batch_demean_zscore_stage3_narrow_v1,stage3
conservative_rls_prediction,strong_base,11028424,28034941.5,17146577.820097547,17394888.5,0.013920458852482564,0.007647056115160811,0.0078117980811655665,0.01427492219351989,strong_oof_subset_s23aux8_s17_gateway_batch_mean_std_stage3_narrow_v1,stage3
conservative_rls_prediction,strong_base,11028424,28034941.5,17146991.22204039,17394888.5,0.013899750379680876,0.007661440555732257,0.00789052137048852,0.014251156479652693,strong_oof_subset_s23aux8_s17_gateway_batch_demean_zscore_stage3_narrow_v1,stage3
conservative_rls_prediction,strong_base,11028424,28034941.5,17147131.086170893,17394888.5,0.01389266231634445,0.007660837138614318,0.00788247636312602,0.014243115949211571,strong_oof_subset_s23aux8_s17_gateway_batch_rank_stage3_narrow_v1,stage3
gateway_risk_conservative_rls_abs_pred_s25_prediction,strong_base,11028424,28034941.5,17147527.37651897,17394888.5,0.013864435421309019,0.00762738908337568,0.0077806513042649305,0.014220333949311104,strong_oof_subset_s23aux8_s17_gateway_batch_mean_std_stage3_narrow_v1,stage3
