date_id,predicted_rows,update_source_date_id,update_rows,forgetting_factor,update_before_prediction,update_is_strictly_past,fold,strategy,posterior_leverage_mean,posterior_leverage_max,risk_disagreement_mean,risk_abs_pred_mean,risk_weight_mean
1399,717,,0,0.995,true,true,rw_01,conservative_rls,,,,,
1400,735,1399,717,0.995,true,true,rw_01,conservative_rls,,,,,
1401,736,1400,735,0.995,true,true,rw_01,conservative_rls,,,,,
1402,716,1401,736,0.995,true,true,rw_01,conservative_rls,,,,,
1403,756,1402,716,0.995,true,true,rw_01,conservative_rls,,,,,
1404,735,1403,756,0.995,true,true,rw_01,conservative_rls,,,,,
1405,736,1404,735,0.995,true,true,rw_01,conservative_rls,,,,,
1406,755,1405,736,0.995,true,true,rw_01,conservative_rls,,,,,
1407,736,1406,755,0.995,true,true,rw_01,conservative_rls,,,,,
1408,755,1407,736,0.995,true,true,rw_01,conservative_rls,,,,,
1409,755,1408,755,0.995,true,true,rw_01,conservative_rls,,,,,
1410,735,1409,755,0.995,true,true,rw_01,conservative_rls,,,,,
1411,736,1410,735,0.995,true,true,rw_01,conservative_rls,,,,,
1412,736,1411,736,0.995,true,true,rw_01,conservative_rls,,,,,
1413,542,1412,736,0.995,true,true,rw_01,conservative_rls,,,,,
1414,735,1413,542,0.995,true,true,rw_01,conservative_rls,,,,,
1415,697,1414,735,0.995,true,true,rw_01,conservative_rls,,,,,
1416,755,1415,697,0.995,true,true,rw_01,conservative_rls,,,,,
1417,736,1416,755,0.995,true,true,rw_01,conservative_rls,,,,,
1418,736,1417,736,0.995,true,true,rw_01,conservative_rls,,,,,
1419,736,1418,736,0.995,true,true,rw_01,conservative_rls,,,,,
1420,755,1419,736,0.995,true,true,rw_01,conservative_rls,,,,,
1421,755,1420,755,0.995,true,true,rw_01,conservative_rls,,,,,
1422,735,1421,755,0.995,true,true,rw_01,conservative_rls,,,,,
1423,736,1422,735,0.995,true,true,rw_01,conservative_rls,,,,,
1424,755,1423,736,0.995,true,true,rw_01,conservative_rls,,,,,
1425,736,1424,755,0.995,true,true,rw_01,conservative_rls,,,,,
1426,735,1425,736,0.995,true,true,rw_01,conservative_rls,,,,,
1427,736,1426,735,0.995,true,true,rw_01,conservative_rls,,,,,
1428,716,1427,736,0.995,true,true,rw_01,conservative_rls,,,,,
1429,736,1428,716,0.995,true,true,rw_01,conservative_rls,,,,,
1430,736,1429,736,0.995,true,true,rw_01,conservative_rls,,,,,
1431,755,1430,736,0.995,true,true,rw_01,conservative_rls,,,,,
1432,716,1431,755,0.995,true,true,rw_01,conservative_rls,,,,,
1433,697,1432,716,0.995,true,true,rw_01,conservative_rls,,,,,
1434,658,1433,697,0.995,true,true,rw_01,conservative_rls,,,,,
1435,639,1434,658,0.995,true,true,rw_01,conservative_rls,,,,,
1436,697,1435,639,0.995,true,true,rw_01,conservative_rls,,,,,
1437,716,1436,697,0.995,true,true,rw_01,conservative_rls,,,,,
1438,717,1437,716,0.995,true,true,rw_01,conservative_rls,,,,,
1439,735,1438,717,0.995,true,true,rw_01,conservative_rls,,,,,
1440,697,1439,735,0.995,true,true,rw_01,conservative_rls,,,,,
1441,717,1440,697,0.995,true,true,rw_01,conservative_rls,,,,,
1442,716,1441,717,0.995,true,true,rw_01,conservative_rls,,,,,
1443,678,1442,716,0.995,true,true,rw_01,conservative_rls,,,,,
1444,716,1443,678,0.995,true,true,rw_01,conservative_rls,,,,,
1445,736,1444,716,0.995,true,true,rw_01,conservative_rls,,,,,
1446,716,1445,736,0.995,true,true,rw_01,conservative_rls,,,,,
1447,755,1446,716,0.995,true,true,rw_01,conservative_rls,,,,,
1448,755,1447,755,0.995,true,true,rw_01,conservative_rls,,,,,
1449,716,1448,755,0.995,true,true,rw_01,conservative_rls,,,,,
1450,736,1449,716,0.995,true,true,rw_01,conservative_rls,,,,,
1451,600,1450,736,0.995,true,true,rw_01,conservative_rls,,,,,
1452,736,1451,600,0.995,true,true,rw_01,conservative_rls,,,,,
1453,716,1452,736,0.995,true,true,rw_01,conservative_rls,,,,,
1454,658,1453,716,0.995,true,true,rw_01,conservative_rls,,,,,
1455,736,1454,658,0.995,true,true,rw_01,conservative_rls,,,,,
1456,620,1455,736,0.995,true,true,rw_01,conservative_rls,,,,,
1457,677,1456,620,0.995,true,true,rw_01,conservative_rls,,,,,
1458,755,1457,677,0.995,true,true,rw_01,conservative_rls,,,,,
1459,756,,0,0.995,true,true,rw_02,conservative_rls,,,,,
1460,755,1459,756,0.995,true,true,rw_02,conservative_rls,,,,,
1461,735,1460,755,0.995,true,true,rw_02,conservative_rls,,,,,
1462,755,1461,735,0.995,true,true,rw_02,conservative_rls,,,,,
1463,717,1462,755,0.995,true,true,rw_02,conservative_rls,,,,,
1464,677,1463,717,0.995,true,true,rw_02,conservative_rls,,,,,
1465,755,1464,677,0.995,true,true,rw_02,conservative_rls,,,,,
1466,717,1465,755,0.995,true,true,rw_02,conservative_rls,,,,,
1467,755,1466,717,0.995,true,true,rw_02,conservative_rls,,,,,
1468,755,1467,755,0.995,true,true,rw_02,conservative_rls,,,,,
1469,755,1468,755,0.995,true,true,rw_02,conservative_rls,,,,,
1470,755,1469,755,0.995,true,true,rw_02,conservative_rls,,,,,
1471,716,1470,755,0.995,true,true,rw_02,conservative_rls,,,,,
1472,755,1471,716,0.995,true,true,rw_02,conservative_rls,,,,,
